condition_id,training_name,approved_family,name,z_nm,background_counts,image_size_px,pixel_size_nm,fps,num_frames_source,duration_seconds_source,na,wavelength_nm,exposure_ms,viscosity_pa_s,empirical_std,empirical_gradient,background_method,drift_nm_s,vibration_nm,source_output,source_dataset_preset,recovered_from,source_metadata,condition_source,particle_count,source_initial_position_nm,z_selection_note
E07_059,E07_059_lower_z_plus_4400_stage_drift,lower,z_plus_4400_stage_drift,4400.0,3600.0,256,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_lower_bound_sweep,local_caustic_one_frame_lower_bound,outputs/caustic_one_frame_lower_bound_sweep/metadata/video_0029.json,outputs/caustic_one_frame_lower_bound_sweep/metadata/video_0029.json,,1,"[14848.0, 14848.0, 4400.0]",
E07_060,E07_060_hard_fast_z_plus_6000_low_counts,hard_fast,z_plus_6000_low_counts,6000.0,2000.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0000.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0000.json,,1,"[11136.0, 11136.0, 6000.0]",
E07_061,E07_061_hard_fast_z_minus_6000_low_counts,hard_fast,z_minus_6000_low_counts,-6000.0,2000.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0001.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0001.json,,1,"[11136.0, 11136.0, -6000.0]",
E07_062,E07_062_hard_fast_z_plus_8000_very_low_counts,hard_fast,z_plus_8000_very_low_counts,8000.0,1400.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0002.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0002.json,,1,"[11136.0, 11136.0, 8000.0]",
E07_063,E07_063_hard_fast_z_minus_8000_very_low_counts,hard_fast,z_minus_8000_very_low_counts,-8000.0,1400.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0003.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0003.json,,1,"[11136.0, 11136.0, -8000.0]",
E07_064,E07_064_hard_fast_z_plus_6000_lower_na,hard_fast,z_plus_6000_lower_na,6000.0,1800.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0004.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0004.json,,1,"[11136.0, 11136.0, 6000.0]",
E07_065,E07_065_hard_fast_z_plus_6000_higher_na,hard_fast,z_plus_6000_higher_na,6000.0,1800.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0005.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0005.json,,1,"[11136.0, 11136.0, 6000.0]",
E07_066,E07_066_hard_fast_z_plus_7000_green,hard_fast,z_plus_7000_green,7000.0,1800.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0006.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0006.json,,1,"[11136.0, 11136.0, 7000.0]",
E07_067,E07_067_hard_fast_z_plus_7000_yellow,hard_fast,z_plus_7000_yellow,7000.0,1800.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0007.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0007.json,,1,"[11136.0, 11136.0, 7000.0]",
E07_068,E07_068_hard_fast_z_plus_7000_fine_texture,hard_fast,z_plus_7000_fine_texture,7000.0,1800.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0008.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0008.json,,1,"[11136.0, 11136.0, 7000.0]",
E07_069,E07_069_hard_fast_z_plus_7000_coarse_texture,hard_fast,z_plus_7000_coarse_texture,7000.0,1800.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0009.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0009.json,,1,"[11136.0, 11136.0, 7000.0]",
E07_070,E07_070_hard_fast_z_plus_7000_vibration,hard_fast,z_plus_7000_vibration,7000.0,1800.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0010.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0010.json,,1,"[11136.0, 11136.0, 7000.0]",
E07_071,E07_071_hard_fast_z_plus_9000_near_failure,hard_fast,z_plus_9000_near_failure,9000.0,1200.0,192,116.0,40.0,1,0.025,,,,,,,reference_frame,"[0.0, 0.0, 0.0]",0.0,caustic_one_frame_hard_fast_sweep,local_caustic_one_frame_hard_fast,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0011.json,outputs/caustic_one_frame_hard_fast_sweep/metadata/video_0011.json,,1,"[11136.0, 11136.0, 9000.0]",
